Service type label,Programme ,Event title ,Event description ,Site name,Month,Date and time,Audience / Type,Ticket price,Booking information
Museum Events and Exhibitions,,Yoga at the Museum,Treat yourself to a  No Stress   lunchtime with Lucyyoga in the stunning Brodrick Hall.  Upbeat but gentle yoga to help you feel streteched and at ease with life s challenges.  ,Leeds City Museum,May,Wed 15 May 12.30-1.30,Adult,,Please book via https://lucyyoga.co.uk
Museum Events and Exhibitions,Sociable History Club,A History of the Archaeology Collection," A talk by Katherine Baxter, Curator of Archaeology and Numismatics.",Leeds City Museum,May,Fri 10th May 10.30-11.30am,Adult,Free,No booking required
Museum Events and Exhibitions,,Multi Sensory Morning for the Under 5s and their Carers,"Come and play in our pop up sensory room of bubble tubes and light dens, and get crafty with Tiny Tigers.",Leeds City Museum,May,Fri 17th May 10am - 12 noon,Under 5s,Free,
Museum Events and Exhibitions,Leeds City Museum Community Choir,Leeds City Museum Community Choir,No audition is required and singers of all abilities are welcome including absolute beginners.  We meet once a month on Friday afternoons.  So come along and join in!,Leeds City Museum,May,Fri 10th May 1-2.30pm,Adult,Free,
Museum Events and Exhibitions,Families with additional needs,Sensory Room for Families with Additional Needs,"A pop up sensory room with bubble tube, dark tents and tactile toys, for a calmer moment in your museum trip in the holidays.",Leeds City Museum,May,Thu 30th May 10.30am - 12 noon,Family,Free,Booking essential via Eventbrite
Museum Events and Exhibitions,Exhibition event,Drawing Workshop,"Join artist Alexandra Glew for a workshop responding to the Michael Morpurgo exhibition. Working with drawing and mixed media, spend time exploring the exhibition before creating your own artwork to take home. Refreshments provided, lunch not included",Leeds City Museum,May,Thu 9th May 10am - 2pm,Adult,"£5, lunch not included",Please book via Eventbrite
Museum Events and Exhibitions,Exhibition event,Rainbow Bears,"Taking inspiration from Michael Morpurgo s book The Rainbow Bear, a morning of colourful craft based activities linking to our Life on Earth Gallery.",Leeds City Museum,May,Wed 22nd May 10.30 - 12,Under 5s,Free,
Museum Events and Exhibitions,Adult,Keep Crafting,Our monthly creative session for adults on the 1st Wednesday of each month.  Join us for a cup of tea and a craft making hour.  All materials provided.  No experience necessary.,Leeds City Museum,May,Wed 1st May 3-4pm,Adult,Free,drop in
Museum Events and Exhibitions,Famlies amd Young People,Drawing Workshop,Take inspiration from the illustartions in Michael Morpurgo exhibition and learn some sketching and illustration techniques,Leeds City Museum,May,28th May 10am - 12pm,Young People,Free,drop in
Museum Events and Exhibitions,Famlies amd Young People,Tours from the Preservative Party,"Join the museum s group of young curators, the Preservative Party, as they give talks and tours in the galleries",Leeds City Museum,May,28th May 2pm,Young People,Free,drop in
Museum Events and Exhibitions,Adult,Talk – Repairing People:  Innovations and Possibilities in Medicine,With Alan Roberts.  Part of the Leeds philosophical and Literary Society Programme.,Leeds City Museum,May,Thu 16th May 2-3 ,Adult,,drop in
Museum Events and Exhibitions,Adult,Yoga at the Museum,Treat yourself to a  No Stress   lunchtime with Lucyyoga in the stunning Brodrick Hall.  Upbeat but gentle yoga to help you feel streteched and at ease with life s challenges.  ,Leeds City Museum,May,Wed 15th May 12.30-1.30,Adult,,Please book via https://lucyyoga.co.uk
Museum Events and Exhibitions,Adult,Yoga at the Museum,Treat yourself to a  No Stress   lunchtime with Lucyyoga in the stunning Brodrick Hall.  Upbeat but gentle yoga to help you feel streteched and at ease with life s challenges.  ,Leeds City Museum,Jun,Wed 15 June 12.30-1.30pm,Adult,,Please book via https://lucyyoga.co.uk
Museum Events and Exhibitions,Leeds City Museum Community Choir,Leeds City Museum Community Choir,No audition is required and singers of all abilities are welcome including absolute beginners.  We meet once a month on Friday afternoons.  So come along and join in!,Leeds City Museum,Jun,Fri 14th June 1-2.30pm,Adult,Free,
Museum Events and Exhibitions,Adult,Keep Crafting,Our monthly creative session for adults on the 1st Wednesday of each month.  Join us for a cup of tea and a craft making hour.  All materials provided.  No experience necessary.,Leeds City Museum,Jun,Wed 5th June 3-4pm,Adult,Free,drop in
Museum Events and Exhibitions,Sociable History Club,Sociable History Club.  Talk - The History of Meanwood Urban Farm.,History and Function of City Farms in Urban Regeneration.  An illustrated talk about Meanwood Valley Urban Farm by Robert Paige.,Leeds City Museum,Jun,Fri 14th Jun 10.30-11.30,Adult,,drop in
Museum Events and Exhibitions,,Yoga at the Museum,Treat yourself to a  No Stress   lunchtime with Lucyyoga in the stunning Brodrick Hall.  Upbeat but gentle yoga to help you feel streteched and at ease with life s challenges.  ,Leeds City Museum,Jul,Wed 17 July 12.30-1.30pm,Adult,,Please book via https://lucyyoga.co.uk
Museum Events and Exhibitions,,Multi Sensory Morning for the Under 5s and their Carers,"Come and play in our pop up sensory room of bubble tubes and light dens, and get crafty with Tiny Tigers.",Leeds City Museum,Jul,Fri 19th July 10am - 12 noon,Under 5s,Free,
Museum Events and Exhibitions,Leeds City Museum Community Choir,Leeds City Museum Community Choir,No audition is required and singers of all abilities are welcome including absolute beginners.  We meet once a month on Friday afternoons.  So come along and join in!,Leeds City Museum,Jul,Fri 12th July 1-2.30pm,Adult,Free,
Museum Events and Exhibitions,Adult,Keep Crafting,Our monthly creative session for adults on the 1st Wednesday of each month.  Join us for a cup of tea and a craft making hour.  All materials provided.  No experience necessary.,Leeds City Museum,Jul,Wed 3rd July 3-4pm,Adult,Free,drop in
Museum Events and Exhibitions,Leeds City Museum Community Choir,Leeds City Museum Community Choir,No audition is required and singers of all abilities are welcome including absolute beginners.  We meet once a month on Friday afternoons.  So come along and join in!,Leeds City Museum,Aug,Fri 9th Aug 1-2.30pm,Adult,Free,
Museum Events and Exhibitions,Families with additional needs,Sensory Room for Families with Additional Needs,"A pop up sensory room with bubble tube, dark tents and tactile toys, for a calmer moment in your museum trip in the holidays.",Leeds City Museum,Aug,Thu 8th Aug 10.30am-12 noon,Family,Free,
Museum Events and Exhibitions,Adult,Keep Crafting,Our monthly creative session for adults on the 1st Wednesday of each month.  Join us for a cup of tea and a craft making hour.  All materials provided.  No experience necessary.,Leeds City Museum,Aug,Wed 7th Aug 3-4pm,Adult,Free,drop in
Museum Events and Exhibitions,Young people,Learn how to DJ with DJ School UK!, Mix those beats in our introductory drop in sessions,Leeds City Museum,Aug,6th August 10-12 and 1-3,Young People,Free,drop in
Museum Events and Exhibitions,Young people,Learn an instrument! TBC,Have a go at (?????) with (????) guitar??,Leeds City Museum,Aug,8th August TBC,Young People,Free,"Free, timed on the day"
Museum Events and Exhibitions,Young people,Museum Music Fest TBC,"Come along to our mini music fest, celebrating local talent, curated by >>>>> TBC",Leeds City Museum,Aug,15th August TBC,Young People,Free,drop in
Museum Events and Exhibitions,Sociable History Club,Sociable History Club.  Talk: 300 Years of Migrating to Leeds.  ,"With Ruth Martin, Curator of Exhibitions and Adam Jaffer, Curator of World Cultures.  ",Leeds City Museum,Aug,Fri 9th Aug 10.30 - 11.30 ,Adult,,drop in
Museum Events and Exhibitions,Sociable History Club,Sociable History Club.  Talk: Bringing a Taste of Caribbean Culture to Leeds in the 1960s,"The Story of mr St Claire Morris, the first steel pan teacher in England.",Leeds City Museum,Jul,Fri 12th July 10.30-11.30,Adult,Free,drop in
Museum Events and Exhibitions,Exhibition event,Michael Morpurgo: story time,Drop in to the Michael Morpurgo exhibition and enjoy story time with one of our Visitor Assistants. ,Leeds City Museum,,"10 Feb-16 Jun, Every Tuesday, Thursday and Sunday outside school holidays. 11.30am-12pm",Under 5s,Free,drop in
Museum Events and Exhibitions,Families,Tiny Tigers,Free craft activities every Friday 10-11.45,Leeds City Museum,,Every Friday 10 - 11.45,Family,Free,drop in
Museum Events and Exhibitions,Families,Rory s Tiger Club,Join us on Saturday mornings for different free craft activities.,Leeds City Museum,,"Every Saturday, 11am - 12.15",Family,,
Museum Events and Exhibitions,Families,Musical Museum,"Make marvellous music at Leeds City Museum this summer holidays.Discover the musical side of our collections by following our Strange Sounds trail, make and decorate a musical instrument and other creative crafts.",Leeds City Museum,,"Thurs 25th July to Fri 30th Aug 10am-12pm 1-3pm Tues-Fri, and 11am-12.15 Saturdays",Family,,
Museum Events and Exhibitions,,Behind the Scenes Tour ,"One of the best ways to access and see our amazing collections is to enjoy our free tours. From toucans and telephones, to meteorites and masks, there is something for everyone to enjoy.",Leeds Discovery Centre,,Every Thursday at 11am and 2pm,All,Free,Booking required
Museum Events and Exhibitions,Easter,Historical Gadget Show,"Do you love gadgets? As part of the 2019 Leeds Festival of Science, join us for a free family friendly workshop looking at how modern day gadgets have developed from their historical beginnings. You ll also have the chance to go behind the scenes and take a look in the museum store. Could you invent a gadget of the future?",Leeds Discovery Centre,Apr,"Wed 3 April, 10am till 12 noon",Family,Free,Booking required
Museum Events and Exhibitions,Easter,Spring into Easter ,"Explore objects from around the world relating to the celebration of new life and the changing of the season. Free family workshop with object handling, arts and crafts, plus a bedinh the scenes store tour. ",Leeds Discovery Centre,Apr,"Wed 10 April, 10am till 12 noon",Family,Free,Booking required
Museum Events and Exhibitions,Summer holidays ,"Money, Money, Money ",,Leeds Discovery Centre,Jul,"Wednesday 31st July, 10am till 12 noon",Family,Free,Booking required
Museum Events and Exhibitions,Summer holidays ,A day at the Seaside,,Leeds Discovery Centre,Aug,"Wednesday 7th August, 10am till 12 noon",Family,Free,Booking required
Museum Events and Exhibitions,Summer holidays ,Indian Summer,,Leeds Discovery Centre,Aug,"Wednesday 14th August, 10am till 12 noon",Family,Free,Booking required
Museum Events and Exhibitions,Summer holidays ,Marvellous Minerals,,Leeds Discovery Centre,Aug,"Wednesday 21st August, 10am till 12 noon",Family,Free,Booking required
Museum Events and Exhibitions,Summer holidays ,Magnetic Toys and Games ,,Leeds Discovery Centre,Aug,"Wednesday 28th August, 10 am till 12 noon",Family,Free,Booking required
Museum Events and Exhibitions,Easter,Print Fest,"A day celebrating all things print, including workshops, demonstrations of our printing collections, a small print fair, and talks. (details TBC)",Leeds Industrial Museum,Mar,Sat 30 March 11am-4pm (TBC),All,Usual admission,
Museum Events and Exhibitions,Easter,Inked,"Learn a little about different printing techniques through the museum s collections and hands on workshops. Materials provided, suitable for beginners.",Leeds Industrial Museum,Apr,"Tues, Weds, Thurs 12.30 -3.30 during school holidays (March 29-Apil 12)",family,usual admission,
Museum Events and Exhibitions,Family,"Trains, Trains, Trains","Get trains on the brain at our celebration of all things railways. The event will feature model railway demonstrations, guest exhibits from the Friends of the Sierra Leone National Railway Museums, guided tours of our locomotive shed and delicious African food.",Leeds Industrial Museum,May,Saturday 4th May 10.00 - 5pm (last admission 4pm),Family,Normal Museum Admission,
Museum Events and Exhibitions,Adult (eg study day),Late Shift,"Join us for a new kind of social event at Leeds Industrial Museum as part of our Queens of Industry Season. We’ll be premiering an innovative set of music inspired by our collections from Bambooman, one of the most distinctive voices in UK electronic music, demonstrating our textile and printing collections and running curator tours of our Queens of Industry exhibition. Craft beer bar. Free Queens of Industry tote bag with admission price. ",Leeds Industrial Museum,May,"Thursday 16th May, 6.30-9.00",Adult (eg study day),"£10, Students & Concessions £8",
Museum Events and Exhibitions,Family,Leeds Wool Festival,"This popular event is returning for a fourth year with a huge range of stalls and activities. See demonstrations of spinning and felting, learn new techniques and enjoy cake in the Colour Garden amd make friends with an Alpaca.",Leeds Industrial Museum,Jun,Saturday 1st June 10.00-5.00,Family,Early bird tickets available from £3,
Museum Events and Exhibitions,Family,Steam Toys North,"Leeds Industrial Museum will be holding it’s annual toy steam fair, organised by the Leeds & District Traction Engine Society.  Some of the UK s top collectors will be bringing along a selection of their engines, many of which will be in steam for the afternoon.  There will be an exhibition of Meccano, suitable for all ages. The museum will also be displaying engines from their collection which are not usually on public display.  Bring along your own toys and Meccano models and join in the fun.",Leeds Industrial Museum,Jul,"Sunday, 28 July 12.00 - 17.00",Family,Normal Museum Admission,
Museum Events and Exhibitions,Family,Vintage Bus Day,"Travel in vintage style – for free! Catch beautifully restored buses and coaches to hop between the city centre and Leeds Industrial Museum, Middleton Railway and Thwaite Mills.  Purchase a ticket to either Leeds Industrial Museum or Thwaite Mills and gain free entry to the other one on the same day! Jump off the bus at Thwaite Mills for a day of fun activities for all the family, including a classic car show and children’s entertainment then head over to Leeds Industrial Museum to see a transport themed movie in the 1920s cinema.",Leeds Industrial Museum,Aug,"Sunday, 18 August 10.00 - 17.00",Family,Normal Museum Admission with a free pass to Thwaite Mills,
Museum Events and Exhibitions,School Holidays,Mystery Matinees,Catch a flick in a unique cinematic space; the art deco Palace Picture Picture House,Leeds Industrial Museum,Aug,"Everyday during the holidays, 2pm",Family,,
Museum Events and Exhibitions,Exhibition,Exhibition opening for Helen Riddle s sculptural interventions,See Exhibitions tab. Part of YSI Fringe events.,Leeds Industrial Museum,Jun,"Saturday 29 June, 11am",Exhibition,Normal Museum Admission,
Museum Events and Exhibitions,School Holidays,Family fun workshops,"Arts & craft workshops linked to our museum collection, including printing and wool felting ",Leeds Industrial Museum,Aug,"12-30 to 3pm Tues,Wed, Thurs School holidays",Family,Normal Museum Admission,
Museum Events and Exhibitions,Half Term,Sunflower Planting,Join us at the Walled Garden Show House and plant your sunflower seed to take home.,Temple Newsam,Feb,Weds 20 Feb 2019 Time 1pm - 3pm,All,Free,
Museum Events and Exhibitions,,Hidden Temple Newsam Tour,Take a journey under the House and learn how the servants got around the House unseen. This tour does involve some steep steps and uneven surfaces and suitable for ages 7+ ,Temple Newsam,Feb,,All,FREE ,
Museum Events and Exhibitions,,Discovery Tour,A 45 minute overview and tour of the House taking in some of the highlights chosen by our tour guides,Temple Newsam,Feb,,Family,,
Museum Events and Exhibitions,Half term,Here be Dragons…,"A week of dragon themed dressing up, crafts and storytelling as we get in the mood for our Fantastical Beasts exhibition opening in March.",Temple Newsam,Feb,Sat 16 Feb - Sun 24 Feb,All,,
Museum Events and Exhibitions,Half Term,Here be Dragons…,"snapdragon planting and making fire-breathing dragons in the Joiner’s Shop, PLUS sunflower planting in the walled garden on the Wednesday",Temple Newsam,Feb,Sat 16 Feb - Sun 24 Feb,All,FREE ,
Museum Events and Exhibitions,,Hidden Temple Newsam Tour,Take a journey under the House and learn how the servants got around the House unseen. This tour does involve some steep steps and uneven surfaces and suitable for ages 7+ ,Temple Newsam,Mar,,All,Free with normal admission,
Museum Events and Exhibitions,,Discovery Tour,A 45 minute overview and tour of the House taking in some of the highlights chosen by our tour guides,Temple Newsam,Mar,every Thursday 11am,All,,
Museum Events and Exhibitions,,Through the ages for all ages tour,A tour for our younger visitors  with a chance to handle some items from our collection and hear stories of some of the people who lived here.,Temple Newsam,Mar,Saturday and Sunday 2.30 -3pm,Young people,,
Museum Events and Exhibitions,Mother s Day,Blooming Bouquets..,Treat someone special this Mother s Day to a day out at Temple Newsam and stop off in the Still room to make a beautiful bouquet they will treasure for ever… ,Temple Newsam,Mar,Sun 31 March,Family,,
Museum Events and Exhibitions,,Objects of desire….,Join one of our guides for a look inside a  beautiful but ordinary looking piece of furniture designed to hide all sorts of secrets….,Temple Newsam,Mar,every Wednesday 11am and 2pm,All,,
Museum Events and Exhibitions,Easter,Springtime Babies at Easter,Come along and meet our newborn animals at Home Farm!  ,Temple Newsam,Apr,Weekends and Bank Holidays only from 30 March-28 April,All,,
Museum Events and Exhibitions,,Discovery Tour,A 45 minute overview and tour of the House taking in some of the highlights chosen by our tour guides,Temple Newsam,Apr,every Thursday 11am,All,,
Museum Events and Exhibitions,,Through the ages for all ages tour,A tour for our younger visitors  with a chance to handle some items from our collection and hear stories of some of the people who lived here.,Temple Newsam,Apr,Saturday and Sunday 2.30 -3pm,Family,,
Museum Events and Exhibitions,,Objects of desire….,Join one of our guides for a look inside a  beautiful but ordinary looking piece of furniture designed to hide all sorts of secrets….,Temple Newsam,Apr,every Wednesday 11am and 2pm,All,,
Museum Events and Exhibitions,Half Term,Pumpkin Sowing,Meet at the Show house in the Walled Garden to sow your pumpkin to come back and carve in October for Halloween.,Temple Newsam,Apr,Weds 3 Apr 2019,All,Free,
Museum Events and Exhibitions,Exhibition,Fantastic Beasts,Follow the trail through the  House to uncover the beasts lurking in the most unusual places. Visit the Beast lair full of beastly body parts for you to get imaginative and make your own new beast.,Temple Newsam,Apr,March 30 onwards,All,,
Museum Events and Exhibitions,Exhibition,Fantastic MiRo,"Come and meet MiRo, the robot companion pet. MiRo has been developed by scientists at the University of Sheffield using their research into animal behaviour.  He responds to sounds and touch and expresses his own mood through colour and movement. And he loves making friends!",Temple Newsam,Apr,Thurs 4 11am - 3pm,Young people,,
Museum Events and Exhibitions,Easter,Find the magical creature eggs,Hidden in the House and Farm are some weirdly fantastic eggs. Find them all and be in with a chance of winning an eggcellent prize. ,Temple Newsam,Apr,Saturday 30 March - 22 April,Young people,,
Museum Events and Exhibitions,Easter,Hidden Hatchlings,Make your own baby beast to hide in an egg to take home,Temple Newsam,Apr,Good Friday 18 - BH Monday 22,Young people,,
Museum Events and Exhibitions,Easter,Fantastic Micro Beasts,"Fantastic Micro:Beasts!  Use simple drag and drop coding to program a Micro:Bit and combine with craft materials to bring your very own Micro:Beast to life!  No experience required.  Please note that Micro:Bits will need to be returned at the end of the session, but can be loaned from Leeds Library for free.",Temple Newsam,Apr,Wed 3 and Wed 10 1.30pm-3.00pm,All,,Booking required as numbers very limited 0113 3367460
Museum Events and Exhibitions,,Hidden Temple Newsam Tour,Take a journey under the House and learn how the servants got around the House unseen. This tour does involve some steep steps and uneven surfaces and suitable for ages 7+ ,Temple Newsam,May,,All,Free with normal admission,
Museum Events and Exhibitions,Half Term,Tomato Planting,Join us at the Walled Garden Show House and plant your very own tomato plant to take home and watch grow.,Temple Newsam,May,Weds 29 May 2019 1pm to 3pm,All,Free,
Museum Events and Exhibitions,,Objects of desire….,Join one of our guides for a look inside a  beautiful but ordinary looking piece of furniture designed to hide all sorts of secrets….,Temple Newsam,May,every Wednesday 11am and 2pm,All,,
Museum Events and Exhibitions,May Half Term,Clutter critters,"Go on a beastly trail, be inspired by our fantastical creatures then make your own unicorn, monster or more from recycled materials. ",Temple Newsam,May,Fri 24 May - 2 June,Family,,
Museum Events and Exhibitions,,Hidden Temple Newsam Tour,Take a journey under the House and learn how the servants got around the House unseen. This tour does involve some steep steps and uneven surfaces and suitable for ages 7+ ,Temple Newsam,May,Every Tues and Sat 11am,Tour,Free with normal admission,
Museum Events and Exhibitions,,Discovery Tour,A 45 minute overview and tour of the House taking in some of the highlights chosen by our tour guide,Temple Newsam,May,Every Thurs 11am,Tour,Free with normal admission,
Museum Events and Exhibitions,,Roof top tour,Take in the stunning views from the rooftop of Temple Newsam. A head for heights and the ability to climb some steep steps required. Numbers are very limited so booking is required. Tickets £3 (does not include admission to the House),Temple Newsam,May,Every Thurs 2.30pm,Tour,3,
Museum Events and Exhibitions,,Through the ages for all ages tour,A tour for our younger visitors  with a chance to handle some items from our collection and hear stories of some of the people who lived here.,Temple Newsam,May,Every Sat & Sun 2.30pm,"Family
Tour
Young People",Free with normal admission,
Museum Events and Exhibitions,May  Half Term,Tomato Planting,Join us at the Walled Garden Show House and plant your very own tomato plant to take home and watch grow.,Temple Newsam,May,Weds 29 May 2019 1pm to 3pm,Workshop,Free,
Museum Events and Exhibitions,,Objects of desire….,Join one of our guides for a look inside a  beautiful but ordinary looking piece of furniture designed to hide all sorts of secrets….,Temple Newsam,May,every Wednesday 11am and 2pm,Talk,Free with normal admission,
Museum Events and Exhibitions,May  Half Term,Clutter critters,"Go on a beastly trail, be inspired by our fantastical creatures then make your own unicorn, monster or more from recycled materials. ",Temple Newsam,May,Fri 24 May - 2 June,Family activity,,
Museum Events and Exhibitions,May  Half Term,Nature s Recyclers: Minibeast Magic,A look at nature s truly fantastical creatures - the bugs and beasties that can be found around Temple Newsam s amazing country estate.  ,Temple Newsam,May,Fri 24 May - 2 June,School Holidays,,
Museum Events and Exhibitions,,Historical dancing workshop," Join the  Arbeau Dancers for a workshop of dances from teh Regency and Victorian eras. No experience or partner needed and suitable for all abilities aged 16+.  All you need are some comfortable clothing you can move in and flat soft soled shoes. They will demo some dances in costume but will be getting everyone involved. The Arbeau Dancers are dancers in residence at Temple Newsam House and rehearse there most Saturday mornings.  They have performed at numerous prestigious historic venues across the country and in recent years have danced at places such as Apsley House, Belsay Hall, Middleham Castle, Rievaux Terraces and Fountains Abbey and Studley Royal, with a repertoire that spans more than 500 years. ",Temple Newsam,May,,,£7 but includes admission to the House and refreshments ,
Museum Events and Exhibitions,,Hidden Temple Newsam Tour,Take a journey under the House and learn how the servants got around the House unseen. This tour does involve some steep steps and uneven surfaces and suitable for ages 7+ ,Temple Newsam,Jun,Every Tues and Sat 11am,Tour,Free with normal admission,
Museum Events and Exhibitions,,Discovery Tour,A 45 minute overview and tour of the House taking in some of the highlights chosen by our tour guide,Temple Newsam,Jun,Every Thurs 11am,Tour,Free with normal admission,
Museum Events and Exhibitions,,Roof top tour,Take in the stunning views from the rooftop of Temple Newsam. A head for heights and the ability to climb some steep steps required. Numbers are very limited so booking is required. Tickets £3 (does not include admission to the House),Temple Newsam,Jun,Every Thurs 2.30pm,Tour,3,
Museum Events and Exhibitions,,Through the ages for all ages tour,A tour for our younger visitors  with a chance to handle some items from our collection and hear stories of some of the people who lived here.,Temple Newsam,Jun,Every Sat & Sun 2.30pm,"Family
Tour
Young People",Free with normal admission,
Museum Events and Exhibitions,,Objects of desire….,Join one of our guides for a look inside a  beautiful but ordinary looking piece of furniture designed to hide all sorts of secrets….,Temple Newsam,Jun,every Wednesday 11am and 2pm,"Family
Tour
Young People",Free with normal admission,
Museum Events and Exhibitions,,Meet the artist : Kate MccGwire,,Temple Newsam,,tbc,"Talk
Family",,
Museum Events and Exhibitions,,Meet the artist : Kevin Blenkinsop,Kevin makes weird and wonderful creatures from found and recycled materials.  Come and meet some of his brilliant beasts close up.  Find out how he does it and what inspires him as well as getting tips on how to make your own in this fun family friendly session.     ,Temple Newsam,May,Wednesday 29th May 11-12,"Family
Talk",,
Museum Events and Exhibitions,,Meet the artist :,,Temple Newsam,,,,,
Museum Events and Exhibitions,,Site Unseen,"Over the course of four weeks 1st year students from the Northern School of Contemporary Dance will explore the majesty and secrets of Temple Newsam.  Looking at the history, landscape and architecture of this 500-year-old site, these young artists will present a range of works which populate the stately rooms and hidden corners of this historic house and gardens.  Working under the guidance of renowned site-specific performance expert Susanne Thomas, award winning dancer and choreographer Anna Williams, and BBC TV producer and Head of Creative and Contextual Studies James Else these dance, film and interdisciplinary works promise to capture the spirit of this unique location.
 

",Temple Newsam,Jun,Sun 30 ,"Event
Family",Ticket price will include entry to Temple Newsam House.  Pre-booking of time slots for some of the performances is advised – full information and booking will be available from 1st June at http://www.nscd.ac.uk/whats-on/,
Museum Events and Exhibitions,,MIdsummer soiree,Join us for a glass of Prosecco (and a canape or two) on the terrace overlooking the estate followed by a  tour of  Temple Newsam House. Numbers are limited so booking is essential.,Temple Newsam,Jun,Thurs 20 5.30-7.30,Event,20,0113 3367460 and eventbrite
Museum Events and Exhibitions,Exhibition event,Fantastic Miro,"Come and meet MiRo, the robot companion pet. MiRo has been developed by scientists at the University of Sheffield using their research into animal behaviour.  He responds to sounds and touch and expresses his own mood through colour and movement. And he loves making friends!",Temple Newsam,Jun or July,tbc,Activity,,
Museum Events and Exhibitions,,Hidden Temple Newsam Tour,Take a journey under the House and learn how the servants got around the House unseen. This tour does involve some steep steps and uneven surfaces and suitable for ages 7+ ,Temple Newsam,Jul,Every Tues and Sat 11am,Tour,Free with normal admission,
Museum Events and Exhibitions,,Discovery Tour,A 45 minute overview and tour of the House taking in some of the highlights chosen by our tour guide,Temple Newsam,Jul,Every Thurs 11am,Tour,Free with normal admission,
Museum Events and Exhibitions,,Roof top tour,Take in the stunning views from the rooftop of Temple Newsam. A head for heights and the ability to climb some steep steps required. Numbers are very limited so booking is required. Tickets £3 (does not include admission to the House),Temple Newsam,Jul,Every Thurs 2.30pm,Tour,3,
Museum Events and Exhibitions,,Through the ages for all ages tour,A tour for our younger visitors  with a chance to handle some items from our collection and hear stories of some of the people who lived here.,Temple Newsam,Jul,Every Sat & Sun 2.30pm,"Family
Tour
Young People",Free with normal admission,
Museum Events and Exhibitions,,Time Travellers ,"A fantastic family event with lots of things to see and do!  Join us for demonstrations, dancing and hands-on activities in the House and Farm as we step back in time to meet Anglo-Saxons and Tudors, and find out what life was like in World War 1 and 2.",Temple Newsam,Jul,"Saturday 6-Sunday 7 July, 10-4",Event,Free with normal admission,
Museum Events and Exhibitions,Summer holidays ,Monsters in the Mansion,"Calling intrepid explorers of all ages to a summer of beastly adventurers! Borrow a monster back pack and go on our monster trail or simply follow the monster map around the house to discover ‘creatures’ in the objects and walls! Hear fantastical stories of awesome animals and become a creative creature in our own beastly lair. Make your own unicorn, dragon or griffin and design a marvellous monster mask to take home. ",Temple Newsam,July - August,Sat 20 July - Sun 1 September,,,
Museum Events and Exhibitions,Summer holidays ,Hidden Temple Newsam Tour,Take a journey under the House and learn how the servants got around the House unseen. This tour does involve some steep steps and uneven surfaces and suitable for ages 7+ ,Temple Newsam,Aug,Every Tues and Sat 11am,Tour,Free with normal admission,
Museum Events and Exhibitions,Summer holidays ,Discovery Tour,A 45 minute overview and tour of the House taking in some of the highlights chosen by our tour guide,Temple Newsam,Aug,Every Thurs 11am,Tour,Free with normal admission,
Museum Events and Exhibitions,Summer holidays ,Roof top tour,Take in the stunning views from the rooftop of Temple Newsam. A head for heights and the ability to climb some steep steps required. Numbers are very limited so booking is required. Tickets £3 (does not include admission to the House),Temple Newsam,Aug,Every Thurs 2.30pm,Tour,3,
Museum Events and Exhibitions,Summer holidays ,Through the ages for all ages tour,A tour for our younger visitors  with a chance to handle some items from our collection and hear stories of some of the people who lived here.,Temple Newsam,Aug,Every Sat & Sun 2.30pm,"Family
Tour
Young People",Free with normal admission,
Museum Events and Exhibitions,Summer holidays ,Amazing Animals,"A celebration of our fantastic rare-breed farm animals, native wildlife and birds and animals from all over the world!  Hands-on activities, animal encounters and more. ",Temple Newsam,Aug,"Saturday 10-Sunday 18 August, 10-4 ",Event,,
Museum Events and Exhibitions,Summer holidays ,Clay Creatures,Go on an adventure around the House in search of fantastical beasts  with our friendly Learning Officer Nikki Caines then learn some clay skills in order to craete your own beast to take home. ,Temple Newsam,Aug,Wednesday 21st August 10.30-12.30,Workshop,,
Museum Events and Exhibitions,Easter,Easter Holidays,"Nature and Arts packs available all holiday plus we’ll have a fun Easter trail around the grounds all week, can you help the Easter Bunny find all the eggs that are hidden around the island? ",Thwaite Watermill,Apr,"Sat 30th March to Tuesday 23rd April (longer than usual incorporating more than just Leeds LEA holidays) the site will be closed Mondays 1st, 8th and 15th April, open Easter Monday 22nd April 10am to 5pm.",Family,Normal Admission,
Museum Events and Exhibitions,Easter,Creative Tuesdays - Easter Bunny,Easter Bunny – Make your own Easter Bunny – hop to it and don’t go hareing off.,Thwaite Watermill,Apr,2nd April 1pm to 3pm ,Family,Normal Admission,
Museum Events and Exhibitions,Easter,Creative Tuesdays - Fashion Designer,Make your own model and costumes created in your design house.,Thwaite Watermill,Apr,9th  April 1pm to 3pm ,Family,Normal Admission,
Museum Events and Exhibitions,Easter,"Experimental Thursday - Fizz, Bang, Pop",An experimental scientific process yielded rather an unexpected product – Bubbly water Gee Fizz!!!,Thwaite Watermill,Apr,4th April 1pm to 3pm ,Family,Normal Admission,
Museum Events and Exhibitions,Easter,Experimental Thursday - Edible Bones,Lets discover how to make a skeleton and eat bones,Thwaite Watermill,Apr,11th April 1pm - 3pm ,Family,Normal Admission,
Museum Events and Exhibitions,Easter,Pond Dipping ,what can you find living in our pond at Thwaite Mills? Please wear suitable outdoor clothing and please note that all children must be supervised during the activity.,Thwaite Watermill,Apr,Tuesday 16th April 1pm to 3pm,Family,Normal Admission,
