ID No.,Start Date,Start Date - Month,Start Date - Day,Start Date - Year,End Date,End Date - Month,End Date - Day,End Date - Year,Exhibition Type,Title,Gallery Site,Gallery Terminal,Gallery Area,Gallery Level,Gallery Name
280,08/16/1993,8,16,1993,10/31/1993,10,31,1993,General,New Buildings,D04,T2,D,D,D-04 Central Gallery
192,09/01/1993,9,1,1993,11/15/1993,11,15,1993,General,Lifeboats from Adelaide,A03,T1,A,D,A-03 Entrance Lobby A
321,09/01/1993,9,1,1993,10/31/1993,10,31,1993,General,Continium HIV Day Service,E02,T3,E,D,E-02 Gate 62 Cultural Wall
353,09/16/1993,9,16,1993,10/15/1993,10,15,1993,General,Project Open Hand,F01,T3,F,D,F-01 Gate 68 Children’s Art Gallery
385,09/27/1993,9,27,1993,03/30/1994,3,30,1994,General,"The American Horse, Of Course",F02,T3,F,D,F-02 North Connector
243,10/01/1993,10,1,1993,01/30/1994,1,30,1994,General,Doll Houses,D01,T2,D,D,D-01 Central North Connector
300,10/25/1993,10,25,1993,01/15/1994,1,15,1994,General,International Marionettes and Puppets,D05,T2,D,D,D-05 Central South Connector
322,11/01/1993,11,1,1993,01/04/1994,1,4,1994,General,Project Open Hand: Reaching Out with Food,E02,T3,E,D,E-02 Gate 62 Cultural Wall
281,11/10/1993,11,10,1993,02/15/1994,2,15,1994,General,Miniature Monuments from Cities of the World,D04,T2,D,D,D-04 Central Gallery
193,11/16/1993,11,16,1993,01/15/1994,1,15,1994,General,B is for Bears,A03,T1,A,D,A-03 Entrance Lobby A
213,01/01/1994,1,1,1994,02/27/1994,2,27,1994,General,Microisms: Scanning Electron Microscope Photography,B02,T1,B,D,B-02 Gate 26
323,01/05/1994,1,5,1994,02/27/1994,2,27,1994,General,Images from Within: Peninsula Neighborhood Arts Foundation,E02,T3,E,D,E-02 Gate 62 Cultural Wall
747,01/24/1994,1,24,1994,03/01/1994,3,1,1994,General,Faces of Education,E02,T3,E,D,E-02 Gate 62 Cultural Wall
225,02/01/1994,2,1,1994,09/01/1994,9,1,1994,General,Packaging Antiquities: The Private Collection of Walter Landor,C03,T1,C,D,C-03 Entrance Lobby C
657,02/01/1994,2,1,1994,03/30/1994,3,30,1994,General,Slavic Folk Traditions,D01,T2,D,D,D-01 Central North Connector
301,02/07/1994,2,7,1994,03/31/1994,3,31,1994,General,Historic Japanese Advertising,D05,T2,D,D,D-05 Central South Connector
244,02/09/1994,2,9,1994,03/28/1994,3,28,1994,General,Bark: Photographs by Ann Giordano,D01,T2,D,D,D-01 Central North Connector
214,03/01/1994,3,1,1994,04/30/1994,4,30,1994,General,Redwood Empire,B02,T1,B,D,B-02 Gate 26
407,03/02/1994,3,2,1994,04/30/1994,4,30,1994,General,The Pickle Family Circus,E02,T3,E,D,E-02 Gate 62 Cultural Wall
282,03/15/1994,3,15,1994,06/30/1994,6,30,1994,General,The Continuing Tradition of Basketry,D04,T2,D,D,D-04 Central Gallery
245,04/01/1994,4,1,1994,05/30/1994,5,30,1994,General,Saltillo Serapes,D01,T2,D,D,D-01 Central North Connector
302,04/01/1994,4,1,1994,06/01/1994,6,1,1994,General,Art with Silk (Kunst mit Seide),D05,T2,D,D,D-05 Central South Connector
386,04/01/1994,4,1,1994,09/15/1994,9,15,1994,General,"Seas, Lakes, and Rivers: An Exhibition of American Art Forms",F02,T3,F,D,F-02 North Connector
215,05/01/1994,5,1,1994,07/31/1994,7,31,1994,General,Beyond the Bay,B02,T1,B,D,B-02 Gate 26
324,05/01/1994,5,1,1994,06/28/1994,6,28,1994,General,San Francisco Refugee Transition Center,E02,T3,E,D,E-02 Gate 62 Cultural Wall
246,06/01/1994,6,1,1994,08/15/1994,8,15,1994,General,Kaleidoscopes,D01,T2,D,D,D-01 Central North Connector
283,06/01/1994,6,1,1994,08/30/1994,8,30,1994,General,Mingei: Japanese Traditional  Folk Art,D04,T2,D,D,D-04 Central Gallery
226,06/08/1994,6,8,1994,07/05/1994,7,5,1994,General,The Culture of the Indigineous People of Russian Far East,C03,T1,C,D,C-03 Entrance Lobby C
303,06/10/1994,6,10,1994,09/25/1994,9,25,1994,General,The Great Quake: Photographys by P.F. Dana,D05,T2,D,D,D-05 Central South Connector
194,07/01/1994,7,1,1994,09/01/1994,9,1,1994,General,Packaging Antiquities,A03,T1,A,D,A-03 Entrance Lobby A
325,07/01/1994,7,1,1994,09/15/1994,9,15,1994,General,Golden Gate: The History and Future of the Park,E02,T3,E,D,E-02 Gate 62 Cultural Wall
227,07/18/1994,7,18,1994,01/25/1995,1,25,1995,General,Tomb Treasures from China: The Buried Art of Ancient Xi an,C03,T1,C,D,C-03 Entrance Lobby C
216,08/01/1994,8,1,1994,09/30/1994,9,30,1994,General,California Reefs,B02,T1,B,D,B-02 Gate 26
656,08/02/1994,8,2,1994,09/30/1994,9,30,1994,Aviation,New Destinations,F03,T3,F,D,F-03 Gate 76
658,08/16/1994,8,16,1994,09/14/1994,9,14,1994,General,Images of History,D01,T2,D,D,D-01 Central North Connector
618,09/15/1994,9,15,1994,11/30/1994,11,30,1994,General,Espresso,A03,T1,A,D,A-03 Entrance Lobby A
326,09/16/1994,9,16,1994,10/30/1994,10,30,1994,General,Exit Theatre: A Theatre of Transitional Cultures,E02,T3,E,D,E-02 Gate 62 Cultural Wall
247,09/25/1994,9,25,1994,01/06/1995,1,6,1995,General,The James Michener Collection of Japanese Prints,D01,T2,D,D,D-01 Central North Connector
217,10/01/1994,10,1,1994,12/31/1994,12,31,1994,General,Design for Space: Space Station Interiors,B02,T1,B,D,B-02 Gate 26
387,10/07/1994,10,7,1994,02/15/1995,2,15,1995,General,Hailing Taxis,F02,T3,F,D,F-02 North Connector
304,10/30/1994,10,30,1994,02/10/1995,2,10,1995,General,Architectural Building Blocks,D05,T2,D,D,D-05 Central South Connector
327,11/01/1994,11,1,1994,01/10/1995,1,10,1995,General,Poetry and Prints from Larkin Street Youth Center,E02,T3,E,D,E-02 Gate 62 Cultural Wall
195,11/15/1994,11,15,1994,01/02/1995,1,2,1995,General,Deer from around the World,A03,T1,A,D,A-03 Entrance Lobby A
285,11/15/1994,11,15,1994,02/28/1995,2,28,1995,General,Pinocchio and the Art of Puppet Theatre,D04,T2,D,D,D-04 Central Gallery
196,01/02/1995,1,2,1995,04/10/1995,4,10,1995,General,Souvenir Tins,A03,T1,A,D,A-03 Entrance Lobby A
409,01/09/1995,1,9,1995,03/31/1995,3,31,1995,Aviation,Moulin Studios: Photographs of the 1915 Pan-Pacific Exposition at San Francisco,F03,T3,F,D,F-03 Gate 76
328,01/11/1995,1,11,1995,03/15/1995,3,15,1995,General,Bay View Opera House,E02,T3,E,D,E-02 Gate 62 Cultural Wall
248,01/19/1995,1,19,1995,04/30/1995,4,30,1995,General,African Textiles,D01,T2,D,D,D-01 Central North Connector
228,02/01/1995,2,1,1995,04/25/1995,4,25,1995,General,Vietnamese Water Puppetry,C03,T1,C,D,C-03 Entrance Lobby C
305,02/27/1995,2,27,1995,04/15/1995,4,15,1995,Aviation,Flights of Fancy: Photographs by Jacques-Henri Lartigue 1904-1922,D05,T2,D,D,D-05 Central South Connector
746,03/01/1995,3,1,1995,08/31/1995,8,31,1995,General,Vacations,F02,T3,F,D,F-02 North Connector
286,03/10/1995,3,10,1995,05/17/1995,5,17,1995,General,Bread: The Staff of Life,D04,T2,D,D,D-04 Central Gallery
329,03/16/1995,3,16,1995,04/15/1995,4,15,1995,General,The M.H. de Young Memorial Museum,E02,T3,E,D,E-02 Gate 62 Cultural Wall
330,04/16/1995,4,16,1995,06/15/1995,6,15,1995,General,Recycling the Bay Area: The Clean City Coalition Artist in Residence Program,E02,T3,E,D,E-02 Gate 62 Cultural Wall
306,04/28/1995,4,28,1995,07/17/1995,7,17,1995,Aviation,Peace: Aircraft Recognition Materials of World War II,D05,T2,D,D,D-05 Central South Connector
249,05/01/1995,5,1,1995,08/01/1995,8,1,1995,General,Hawai ian Kapas and Samoan Tapas,D01,T2,D,D,D-01 Central North Connector
197,05/26/1995,5,26,1995,09/20/1995,9,20,1995,General,Robots,A03,T1,A,D,A-03 Entrance Lobby A
287,05/26/1995,5,26,1995,11/15/1995,11,15,1995,General,World Beat,D04,T2,D,D,D-04 Central Gallery
331,06/16/1995,6,16,1995,07/15/1995,7,15,1995,General,San Francisco Public Schools: School of the Arts,E02,T3,E,D,E-02 Gate 62 Cultural Wall
332,07/16/1995,7,16,1995,09/15/1995,9,15,1995,General,Tenderloin Neighborhood Development Center,E02,T3,E,D,E-02 Gate 62 Cultural Wall
751,08/12/1995,8,12,1995,10/06/1995,10,6,1995,General,Local Break: California s Biggest Wave and the Surfers Who Ride It,B02,T1,B,D,B-02 Gate 26
250,08/18/1995,8,18,1995,02/15/1996,2,15,1996,General,Vintage Ukuleles,D01,T2,D,D,D-01 Central North Connector
388,09/05/1995,9,5,1995,02/28/1996,2,28,1996,General,"Cuisine: In the Kitchen, On the Table",F02,T3,F,D,F-02 North Connector
333,09/16/1995,9,16,1995,11/15/1995,11,15,1995,General,The First Exposures Program,E02,T3,E,D,E-02 Gate 62 Cultural Wall
198,10/03/1995,10,3,1995,03/25/1996,3,25,1996,General,The Walking Stick,A03,T1,A,D,A-03 Entrance Lobby A
55,11/13/1995,11,13,1995,10/31/2013,10,31,2013,General,Aquarium:  Underwater Planet,C01,T1,C,D,C-01 Aquarium
334,11/16/1995,11,16,1995,01/15/1996,1,15,1996,General,Stop the Transmission: Mayor s Office on AIDS,E02,T3,E,D,E-02 Gate 62 Cultural Wall
200,12/01/1995,12,1,1995,06/30/1996,6,30,1996,General,Cross-Cultural Design,B01,T1,B,D,B-01 Gate 20
251,12/01/1995,12,1,1995,04/01/1996,4,1,1996,General,International Character Toys from the Collection of Teruhisa Kitahara,D02,T2,D,D,D-02 Central Fountain Gallery
288,12/01/1995,12,1,1995,04/30/1996,4,30,1996,General,International Character Toys,D04,T2,D,D,D-04 Central Gallery
669,01/01/1996,1,1,1996,03/30/1996,3,30,1996,General,Homage to Chocolate,C02,T1,C,D,C-02 Gate 40 Gallery
219,01/15/1996,1,15,1996,03/30/1996,3,30,1996,General,Rice Harvest in Nepal,B02,T1,B,D,B-02 Gate 26
335,01/16/1996,1,16,1996,03/15/1996,3,15,1996,General,First Exposures Program,E02,T3,E,D,E-02 Gate 62 Cultural Wall
307,02/09/1996,2,9,1996,05/15/1996,5,15,1996,General,"Award Winning Costumes by Eiko Ishioka from the film Bram Stoker s Dracula, Directed by Francis Ford Coppola",D05,T2,D,D,D-05 Central South Connector
28,03/01/1996,3,1,1996,03/20/1997,3,20,1997,General,Puppet Theaters of Paris,D01,T2,D,D,D-01 Central North Connector
158,03/15/1996,3,15,1996,09/15/1996,9,15,1996,General,Boomerang,F02,T3,F,D,F-02 North Connector
336,03/16/1996,3,16,1996,05/15/1996,5,15,1996,General,San Francisco Art Institute s 125th Anniversary,E02,T3,E,D,E-02 Gate 62 Cultural Wall
199,04/01/1996,4,1,1996,11/06/1996,11,6,1996,General,"Red, White, and Blue: American Poltical Campaigns",A03,T1,A,D,A-03 Entrance Lobby A
230,04/01/1996,4,1,1996,08/01/1996,8,1,1996,General,Mingei,C03,T1,C,D,C-03 Entrance Lobby C
670,04/01/1996,4,1,1996,06/30/1996,6,30,1996,General,The Moving Image: Pre-Cinema and Early Cinema Viewing Devices,C02,T1,C,D,C-02 Gate 40 Gallery
374,04/04/1996,4,4,1996,05/16/1996,5,16,1996,General,San Francisco Bay Area Regional Poison Control Center,F01,T3,F,D,F-01 Gate 68 Children’s Art Gallery
26,05/01/1996,5,1,1996,01/13/1997,1,13,1997,General,Historic and Contemporary Glass Art,D02,T2,D,D,D-02 Central Fountain Gallery
289,05/01/1996,5,1,1996,10/01/1996,10,1,1996,General,Treasures of the Earth and Sea,D04,T2,D,D,D-04 Central Gallery
221,05/16/1996,5,16,1996,06/30/1996,6,30,1996,General,Sail Tahiti,B02,T1,B,D,B-02 Gate 26
337,05/16/1996,5,16,1996,07/15/1996,7,15,1996,General,Bread and Roses: 25 Years of Volunteer Service in Marin,E02,T3,E,D,E-02 Gate 62 Cultural Wall
201,07/01/1996,7,1,1996,01/01/1997,1,1,1997,General,San Francisco Performing Arts Library and Museum,B01,T1,B,D,B-01 Gate 20
222,07/01/1996,7,1,1996,08/30/1996,8,30,1996,General,See the Music,B02,T1,B,D,B-02 Gate 26
619,07/01/1996,7,1,1996,08/30/1996,8,30,1996,General,Summer Games (The Olympics),C02,T1,C,D,C-02 Gate 40 Gallery
672,07/16/1996,7,16,1996,09/30/1996,9,30,1996,General,Puppets of Asia,A03,T1,A,D,A-03 Entrance Lobby A
11,09/01/1996,9,1,1996,03/01/1997,3,1,1997,General,American Packaging Design from the 1850s to the 1980s,C02,T1,C,D,C-02 Gate 40 Gallery
671,09/01/1996,9,1,1996,10/31/1996,10,31,1996,Aviation,Airborne Amenities,B02,T1,B,D,B-02 Gate 26
338,09/16/1996,9,16,1996,11/15/1996,11,15,1996,General,Mayor s AIDS Office,E02,T3,E,D,E-02 Gate 62 Cultural Wall
229,09/30/1996,9,30,1996,12/15/1996,12,15,1996,Aviation,Toy Airplanes,C03,T1,C,D,C-03 Entrance Lobby C
673,10/01/1996,10,1,1996,12/21/1996,12,21,1996,General,The Animal Kingdom,A03,T1,A,D,A-03 Entrance Lobby A
2,10/07/1996,10,7,1996,04/15/1997,4,15,1997,General,"Magical Menagerie: Carousel Animals and Memorabilia, 1850-1920",F02,T3,F,D,F-02 North Connector
7,10/10/1996,10,10,1996,05/27/1997,5,27,1997,General,African Furniture and Decorative Arts,D04,T2,D,D,D-04 Central Gallery
12,10/10/1996,10,10,1996,01/27/1997,1,27,1997,General,Celebrating the 45th Anniversary of I Love Lucy,C03,T1,C,D,C-03 Entrance Lobby C
18,10/31/1996,10,31,1996,12/12/1996,12,12,1996,General,Bay View Opera House,F01,T3,F,D,F-01 Gate 68 Children’s Art Gallery
20,11/07/1996,11,7,1996,04/24/1997,4,24,1997,General,Barbie® Takes A Vacation to Exotic Places,A03,T1,A,D,A-03 Entrance Lobby A
339,11/16/1996,11,16,1996,01/31/1997,1,31,1997,General,San Francisco Firefighters  Toys Program,E02,T3,E,D,E-02 Gate 62 Cultural Wall
4,11/22/1996,11,22,1996,04/02/1997,4,2,1997,Aviation,Airport: Photographs by David Levinthal,F03,T3,F,D,F-03 Gate 76
29,02/03/1997,2,3,1997,03/21/1997,3,21,1997,General,Coral Reef Masterpieces,E02,T3,E,D,E-02 Gate 62 Cultural Wall
27,02/28/1997,2,28,1997,04/02/1997,4,2,1997,General,The Lunar Year: Artifacts and Tradition,C03,T1,C,D,C-03 Entrance Lobby C
8,03/03/1997,3,3,1997,02/23/1998,2,23,1998,General,Newborn Ancestors:  The Art and Articles of Plains Indian Children,D05,T2,D,D,D-05 Central South Connector
5,03/21/1997,3,21,1997,10/31/1997,10,31,1997,Aviation,Building for Air Travel,D01,T2,D,D,D-01 Central North Connector
40,04/21/1997,4,21,1997,01/15/1998,1,15,1998,Aviation,"SFO Photographic History, 1927-1997",B02,T1,B,D,B-02 Gate 26
33,04/27/1997,4,27,1997,11/10/1997,11,10,1997,General,Shiny & New: Contemporary British Design in Metal,A03,T1,A,D,A-03 Entrance Lobby A
13,05/02/1997,5,2,1997,07/28/1997,7,28,1997,General,Meso-American Cultures,C03,T1,C,D,C-03 Entrance Lobby C
35,05/18/1997,5,18,1997,11/28/1997,11,28,1997,General,The Big Game,B04,T1,B,D,B-04 Entrance Lobby B
3,05/30/1997,5,30,1997,09/30/1997,9,30,1997,General,Sweet Dreams II,F02,T3,F,D,F-02 North Connector
39,06/02/1997,6,2,1997,06/02/1998,6,2,1998,General,Welcome to San Francisco: Everybody’s Favorite City,D07,T2,D,A,D-07 International Customs Area
65,06/09/1997,6,9,1997,07/05/1998,7,5,1998,General,Pueblo Pottery,D04,T2,D,D,D-04 Central Gallery
34,08/01/1997,8,1,1997,04/17/1998,4,17,1998,General,Office Design: Then and Now,C02,T1,C,D,C-02 Gate 40 Gallery
58,08/01/1997,8,1,1997,12/01/2011,12,1,2011,General,Kids Spot,D06,T2,D,D,D-06 Kids’ Spot
617,09/01/1997,9,1,1997,02/01/1998,2,1,1998,General,Angel s Kite (La estrella de Angel),D11,T2,D,D,D-11 Central Wall (Duty Free)
42,09/29/1997,9,29,1997,09/29/1998,9,29,1998,Aviation,SFO: 1929-1997,F03,T3,F,D,F-03 Gate 76
25,10/23/1997,10,23,1997,02/28/1998,2,28,1998,General,He’e Nalu: Wave Riding,F02,T3,F,D,F-02 North Connector
6,11/11/1997,11,11,1997,06/01/1998,6,1,1998,General,Universal Circus,D01,T2,D,D,D-01 Central North Connector
57,11/17/1997,11,17,1997,08/01/1998,8,1,1998,General,The Museum of Packaging Antiquities,A03,T1,A,D,A-03 Entrance Lobby A
14,12/05/1997,12,5,1997,07/21/1998,7,21,1998,General,A Medley of Skates and Memorabilia,B04,T1,B,D,B-04 Entrance Lobby B
497,01/01/1998,1,1,1998,07/31/1988,7,31,1988,General,Chess Sets of the World,D10,T2,D,D,D-10 Central Cases (Currency Exchange)
61,03/01/1998,3,1,1998,09/21/1998,9,21,1998,General,Firefighters: Historic Memorabilia,C03,T1,C,D,C-03 Entrance Lobby C
501,03/01/1998,3,1,1998,07/31/1988,7,31,1988,General,"Magic Posters from the Collection of Robert J. Albo, M.D.",D05,T2,D,D,D-05 Central South Connector
37,03/06/1998,3,6,1998,05/03/1998,5,3,1998,General,Japan 2000 - Contemporary Design,D05,T2,D,D,D-05 Central South Connector
31,03/10/1998,3,10,1998,01/04/1999,1,4,1999,General,Shaken Not Stirred: Cocktail Shakers and Design,F02,T3,F,D,F-02 North Connector
48,04/20/1998,4,20,1998,01/25/1999,1,25,1999,General,Fantastic Animals: Folk Art & Contemporary Crafts,C02,T1,C,D,C-02 Gate 40 Gallery
9,05/10/1998,5,10,1998,10/19/1998,10,19,1998,General,African Barbershop Signs,D05,T2,D,D,D-05 Central South Connector
46,06/04/1998,6,4,1998,08/23/1999,8,23,1999,General,"Historic Boat Models of Polynesia, Micronesia, and Melanesia",D01,T2,D,D,D-01 Central North Connector
82,07/01/1998,7,1,1998,10/19/1998,10,19,1998,General,"Kings, Chiefs, and Women of Power",D05,T2,D,D,D-05 Central South Connector
62,07/27/1998,7,27,1998,10/31/1998,10,31,1998,General,Japan 2000 - New Architecture,B01,T1,B,D,B-01 Gate 20
202,07/27/1998,7,27,1998,10/31/1998,10,31,1998,General,Japan 2000 - New Architecture,B02,T1,B,D,B-02 Gate 26
44,07/30/1998,7,30,1998,04/01/1999,4,1,1999,General,Platform Shoes - History - 60’s Fashion - Today,B04,T1,B,D,B-04 Entrance Lobby B
36,08/15/1998,8,15,1998,05/01/1999,5,1,1999,General,Fascination with Beauty,A03,T1,A,D,A-03 Entrance Lobby A
56,10/01/1998,10,1,1998,,,,,General,Kids  Spot II,F04,T3,F,D,F-04 Gate 87a
85,10/01/1998,10,1,1998,11/15/1998,11,15,1998,Aviation,SFO: Building the Next Century,F03,T3,F,D,F-03 Gate 76
64,10/15/1998,10,15,1998,09/20/1999,9,20,1999,General,Lighting from Past to Present,C03,T1,C,D,C-03 Entrance Lobby C
93,10/16/1998,10,16,1998,01/29/1999,1,29,1999,Aviation,Toy Planes from SFO Collection,E03,T3,E,D,E-03 Entrance Lobby E
43,11/01/1998,11,1,1998,05/05/1999,5,5,1999,General,Sunkawakan: American Indians and the Horse,D05,T2,D,D,D-05 Central South Connector
63,11/15/1998,11,15,1998,07/30/1999,7,30,1999,General,A World View of Puppets,D04,T2,D,D,D-04 Central Gallery
67,03/01/1999,3,1,1999,09/06/1999,9,6,1999,General,On the Air,F02,T3,F,D,F-02 North Connector
68,04/10/1999,4,10,1999,11/05/1999,11,5,1999,General,Gearing Up,B04,T1,B,D,B-04 Entrance Lobby B
74,05/10/1999,5,10,1999,10/10/1999,10,10,1999,General,How Does Your Garden Grow?,A03,T1,A,D,A-03 Entrance Lobby A
107,05/28/1999,5,28,1999,01/16/2000,1,16,2000,General,Beauty and Culture,D05,T2,D,D,D-05 Central South Connector
32,08/05/1999,8,5,1999,06/05/2000,6,5,2000,General,"East or West, Tea is Best",D04,T2,D,D,D-04 Central Gallery
84,09/15/1999,9,15,1999,01/11/2000,1,11,2000,General,A Moment in Time: The Twentieth Century at a Glance,F02,T3,F,D,F-02 North Connector
47,09/20/1999,9,20,1999,07/05/2000,7,5,2000,General,"Something Borrowed, Something New: A World of Bridal Attire",D01,T2,D,D,D-01 Central North Connector
45,10/01/1999,10,1,1999,05/10/2000,5,10,2000,General,"The Clown, the Prince, His Wife, and Her Zebra: A World of Puppetry",C03,T1,C,D,C-03 Entrance Lobby C
120,10/15/1999,10,15,1999,02/22/2000,2,22,2000,General,Year of the Dragon,A03,T1,A,D,A-03 Entrance Lobby A
102,11/15/1999,11,15,1999,03/30/2000,3,30,2000,General,Out to Lunch,B04,T1,B,D,B-04 Entrance Lobby B
99,02/01/2000,2,1,2000,02/01/2002,2,1,2002,Aviation,The Nut Tree Restaurant and Airfield Model Aircraft Collection I,F02,T3,F,D,F-02 North Connector
106,02/25/2000,2,25,2000,09/20/2000,9,20,2000,General,Toys from the Attic,A03,T1,A,D,A-03 Entrance Lobby A
94,03/03/2000,3,3,2000,08/23/2000,8,23,2000,General,Shibori: Expanding the Tradition,D05,T2,D,D,D-05 Central South Connector
420,04/01/2000,4,1,2000,03/01/2001,3,1,2001,Aviation,Biplanes: Selections from the Aviation Museum,F03,T3,F,D,F-03 Gate 76
100,04/05/2000,4,5,2000,11/30/2000,11,30,2000,General,Playing By Ear,B04,T1,B,D,B-04 Entrance Lobby B
147,04/25/2000,4,25,2000,01/01/2006,1,1,2006,Aviation,Goosedale Aviation Models,F05,T3,F,D,F-05 Terminal 3 Hub
108,05/15/2000,5,15,2000,01/03/2001,1,3,2001,General,A Global Vision,C03,T1,C,D,C-03 Entrance Lobby C
70,06/15/2000,6,15,2000,12/01/2000,12,1,2000,General,Flea Markets,D04,T2,D,D,D-04 Central Gallery
146,07/24/2000,7,24,2000,03/14/2001,3,14,2001,General,From the Forest Floor to the Living Room Floor: Certified Wood,D01,T2,D,D,D-01 Central North Connector
98,08/15/2000,8,15,2000,02/20/2001,2,20,2001,General,Journey into the Spirit of Percussion,F02,T3,F,D,F-02 North Connector
66,09/08/2000,9,8,2000,04/16/2001,4,16,2001,General,African Shields,D05,T2,D,D,D-05 Central South Connector
123,09/27/2000,9,27,2000,02/12/2001,2,12,2001,General,Chez le coiffeur,A03,T1,A,D,A-03 Entrance Lobby A
75,11/20/2000,11,20,2000,03/15/2001,3,15,2001,General,Fascinations and Machinations of the Nineteenth Century: Automata and Mechanical Toys,G02,IT,G,D,G-02 International North Cases
78,11/20/2000,11,20,2000,08/04/2004,8,4,2004,Aviation,Air to Air: A Photographic Record of Flight,K06,IT,A,D,AML Aviation Museum Gallery 06a-e
79,11/20/2000,11,20,2000,01/29/2010,1,29,2010,Aviation,"""China Clipper:"" Pan American Airways  Route to Asia",K03,IT,A,D,AML Aviation Museum Gallery 03
80,11/20/2000,11,20,2000,01/07/2002,1,7,2002,Aviation,Romance of Early Air Travel,K01,IT,A,D,AML Aviation Museum Gallery 01
96,11/20/2000,11,20,2000,08/05/2002,8,5,2002,Aviation,History of San Francisco International Airport,K02,IT,A,D,AML Aviation Museum Gallery 02
101,11/20/2000,11,20,2000,06/30/2001,6,30,2001,Aviation,Flight in Literature I,K05,IT,A,D,AML Aviation Museum Gallery 05a-d
153,11/22/2000,11,22,2000,,,,,Aviation,Legends of the Air,K07,IT,A,D,AML Aviation Museum Ceiling
